###################################################################################################
#                                                                                     3.5.5-Miranda
#          
#......................................................................../  040-090Zr //   8.500000
#                                                                                 SYSTEM PARAMETERS
#            AtomicNum    MassNum
#    Target         40         90
#  Incident          1          2
#            Ecms[MeV]  Elab[MeV] ReduceMass WaveNumber
     Energy 8.3138e+00 8.5000e+00 1.9700e+00 8.8521e-01
#......................................................................../  040-090Zr //   8.500000
#                                                                           OPTICAL MODEL POTENTIAL
# OMP  0      V         Vs        Wv        Ws        Vso       Wso       Coul
      r[fm]   1.15027   0.00000   1.32725   1.36792   0.97200   0.00000      1.30
      a[fm]   0.77547   0.00000   0.40686   0.80885   1.01100   0.00000
 Depth[MeV]  95.51824   0.00000   1.62112  10.57560   7.11400   0.00000
#......................................................................../  040-090Zr //   8.500000
#                                                                      TOTAL REACTION CROSS SECTION
  Sigma[mb] 9.7701e+02
#......................................................................../  040-090Zr //   8.500000
#                                                                                      TARGET STATE
#           Excitation  Spin
  040-090Zr 0.0000e+00  0.0+
#......................................................................../  040-090Zr //   8.500000
#                                                                             COMPOUND NUCLEUS DATA
#              Z     A  MassExess    Ex(max) Separation     N-cont    N-level
  041-092Nb              -86.4537    19.1298                   169         65
      gamma  041-092Nb     0.0000                0.0000
                       35  1.7680     0.0833               0.2650 1.1737e-04
                       38  1.8310     0.0833               0.2020 1.1737e-04
 45  1.9720    5.0+                          1.1943e-03
                       15  1.3741     0.1111               0.5979 1.3270e-04
                       19  1.4227     0.1111               0.5493 1.3270e-04
                       23  1.5240     0.1111               0.4480 1.3270e-04
                       32  1.7170     0.1111               0.2550 1.3270e-04
                       33  1.7300     0.1111               0.2420 1.3270e-04
                       36  1.7790     0.1111               0.1930 1.3270e-04
                       37  1.8160     0.1111               0.1560 1.3270e-04
                       42  1.9070     0.1111               0.0650 1.3270e-04
                       43  1.9320     0.1111               0.0400 1.3270e-04
 44  1.9453    7.0-                          9.6947e-04                       6.0000e-09
                        7  0.5013     0.3333               1.4440 3.2301e-04
                        0  0.0000     0.6667               1.9453 6.4591e-04
 43  1.9320    6.0-                          1.7892e-03
                        0  0.0000     0.1667               1.9320 2.9821e-04
                        4  0.3574     0.1667               1.5746 2.9821e-04
                        7  0.5013     0.1667               1.4307 2.9821e-04
                       16  1.4062     0.1667               0.5258 2.9821e-04
                       17  1.4103     0.1667               0.5217 2.9821e-04
                       29  1.6503     0.1667               0.2817 2.9821e-04
 42  1.9070    6.0-                          1.8447e-03
                        0  0.0000     0.1667               1.9070 3.0745e-04
                        4  0.3574     0.1667               1.5496 3.0745e-04
                        7  0.5013     0.1667               1.4057 3.0745e-04
                       16  1.4062     0.1667               0.5008 3.0745e-04
                       17  1.4103     0.1667               0.4967 3.0745e-04
                       29  1.6503     0.1667               0.2567 3.0745e-04
 41  1.8750    3.0-                          1.7122e-03
                        1  0.1355     0.0833               1.7395 1.4268e-04
                        3  0.2857     0.0833               1.5893 1.4268e-04
                        6  0.4803     0.0833               1.3947 1.4268e-04
                       13  1.3455     0.0833               0.5295 1.4268e-04
                       20  1.4679     0.0833               0.4071 1.4268e-04
                       21  1.4728     0.0833               0.4022 1.4268e-04
                       25  1.5657     0.0833               0.3093 1.4268e-04
                       26  1.6070     0.0833               0.2680 1.4268e-04
                       27  1.6327     0.0833               0.2423 1.4268e-04
                       34  1.7382     0.0833               0.1368 1.4268e-04
                       35  1.7680     0.0833               0.1070 1.4268e-04
                       38  1.8310     0.0833               0.0440 1.4268e-04
 40  1.8510    7.0-                          1.1007e-03
                        0  0.0000     0.5000               1.8510 5.5037e-04
                        7  0.5013     0.5000               1.3497 5.5037e-04
 39  1.8320    7.0-                          1.1391e-03
                        0  0.0000     0.5000               1.8320 5.6955e-04
                        7  0.5013     0.5000               1.3307 5.6955e-04
 38  1.8310    4.0+                          2.1289e-03
                        5  0.3898     0.1250               1.4412 2.6611e-04
                       14  1.3740     0.1250               0.4570 2.6611e-04
                       15  1.3741     0.1250               0.4569 2.6611e-04
                       18  1.4150     0.1250               0.4160 2.6611e-04
                       19  1.4227     0.1250               0.4083 2.6611e-04
                       23  1.5240     0.1250               0.3070 2.6611e-04
                       32  1.7170     0.1250               0.1140 2.6611e-04
                       33  1.7300     0.1250               0.1010 2.6611e-04
 37  1.8160    6.0-                          2.0676e-03
                        0  0.0000     0.1667               1.8160 3.4460e-04
                        4  0.3574     0.1667               1.4586 3.4460e-04
                        7  0.5013     0.1667               1.3147 3.4460e-04
                       16  1.4062     0.1667               0.4098 3.4460e-04
                       17  1.4103     0.1667               0.4057 3.4460e-04
                       29  1.6503     0.1667               0.1657 3.4460e-04
 36  1.7790    6.0-                          2.1683e-03
                        0  0.0000     0.1667               1.7790 3.6138e-04
                        4  0.3574     0.1667               1.4216 3.6138e-04
                        7  0.5013     0.1667               1.2777 3.6138e-04
                       16  1.4062     0.1667               0.3728 3.6138e-04
                       17  1.4103     0.1667               0.3687 3.6138e-04
                       29  1.6503     0.1667               0.1287 3.6138e-04
 35  1.7680    4.0+                          2.2622e-03
                        6  0.4803     0.6494               1.2877 1.4684e-03
                        3  0.2857     0.3506               1.4823 7.9280e-04
 34  1.7382    3.0+                          2.8955e-03
                        2  0.2258     1.0000               1.5124 2.8943e-03
 33  1.7300    5.0-                          2.9392e-03
                        4  0.3574     0.0909               1.3726 2.6720e-04
                        6  0.4803     0.0909               1.2497 2.6720e-04
                        7  0.5013     0.0909               1.2287 2.6720e-04
                       16  1.4062     0.0909               0.3238 2.6720e-04
                       17  1.4103     0.0909               0.3197 2.6720e-04
                       20  1.4679     0.0909               0.2621 2.6720e-04
                       21  1.4728     0.0909               0.2572 2.6720e-04
                       25  1.5657     0.0909               0.1643 2.6720e-04
                       26  1.6070     0.0909               0.1230 2.6720e-04
                       27  1.6327     0.0909               0.0973 2.6720e-04
                       29  1.6503     0.0909               0.0797 2.6720e-04
 32  1.7170    4.0-                          3.1123e-03
                        3  0.2857     0.0909               1.4313 2.8294e-04
                        4  0.3574     0.0909               1.3596 2.8294e-04
                        6  0.4803     0.0909               1.2367 2.8294e-04
                       16  1.4062     0.0909               0.3108 2.8294e-04
                       17  1.4103     0.0909               0.3067 2.8294e-04
                       20  1.4679     0.0909               0.2491 2.8294e-04
                       21  1.4728     0.0909               0.2442 2.8294e-04
                       25  1.5657     0.0909               0.1513 2.8294e-04
                       26  1.6070     0.0909               0.1100 2.8294e-04
                       27  1.6327     0.0909               0.0843 2.8294e-04
                       29  1.6503     0.0909               0.0667 2.8294e-04
 31  1.6781    1.0-                          1.2784e-03
                        8  0.9750     0.0801               0.7031 1.0226e-04
                        2  0.2258     0.9199               1.4523 1.1755e-03
 30  1.6666    1.0-                          1.2981e-03
                        5  0.3898     0.6803               1.2768 8.8269e-04
                        2  0.2258     0.3197               1.4408 4.1484e-04
 29  1.6503    5.0+                          3.6532e-03
                        7  0.5013     1.0000               1.1490 3.6512e-03
 28  1.6420    2.0-                          1.9283e-03
                        9  1.0894     0.2501               0.5526 4.8176e-04
                        5  0.3898     0.1401               1.2522 2.7006e-04
                        3  0.2857     0.3787               1.3563 7.3009e-04
                        2  0.2258     0.2310               1.4162 4.4531e-04
 27  1.6327    4.0+                          3.1384e-03
                        3  0.2857     1.0000               1.3470 3.1371e-03
 26  1.6070    4.0+                          3.2069e-03
                        5  0.3898     0.1667               1.2172 5.3449e-04
                       14  1.3740     0.1667               0.2330 5.3449e-04
                       15  1.3741     0.1667               0.2329 5.3449e-04
                       18  1.4150     0.1667               0.1920 5.3449e-04
                       19  1.4227     0.1667               0.1843 5.3449e-04
                       23  1.5240     0.1667               0.0830 5.3449e-04
 25  1.5657    4.0+                          3.3217e-03
                        3  0.2857     1.0000               1.2800 3.3202e-03
 24  1.5539    1.0-                          1.5074e-03                       1.0000e-08
                        5  0.3898     0.6211               1.1641 9.3573e-04
                        2  0.2258     0.3789               1.3281 5.7090e-04
 23  1.5240    5.0-                          4.2534e-03
                        4  0.3574     0.1429               1.1666 6.0762e-04
                        6  0.4803     0.1429               1.0437 6.0762e-04
                        7  0.5013     0.1429               1.0227 6.0762e-04
                       16  1.4062     0.1429               0.1178 6.0762e-04
                       17  1.4103     0.1429               0.1137 6.0762e-04
                       20  1.4679     0.1429               0.0561 6.0762e-04
                       21  1.4728     0.1429               0.0512 6.0762e-04
 22  1.4813    1.0+                          2.5635e-03
                        2  0.2258     0.1666               1.2555 4.2695e-04
                        1  0.1355     0.8334               1.3458 2.1355e-03
 21  1.4728    4.0+                          4.2094e-03
                        5  0.3898     1.0000               1.0830 4.2083e-03
 20  1.4679    4.0+                          4.2251e-03
                        1  0.1355     1.0000               1.3324 4.2233e-03
 19  1.4227    4.0-                          4.8254e-03                       1.0000e-08
                        5  0.3898     1.0000               1.0329 4.8221e-03
 18  1.4150    3.0-                          3.8671e-03                       1.0000e-08
                        6  0.4803     0.5000               0.9347 1.9329e-03
                        3  0.2857     0.5000               1.1293 1.9331e-03
 17  1.4103    5.0+                          4.8962e-03
                        7  0.5013     1.0000               0.9090 4.8918e-03
 16  1.4062    5.0+                          4.9087e-03
                        3  0.2857     1.0000               1.1205 4.9059e-03
 15  1.3741    4.0-                          5.0657e-03
                        3  0.2857     0.3333               1.0884 1.6886e-03
                        4  0.3574     0.3333               1.0167 1.6886e-03
                        6  0.4803     0.3333               0.8938 1.6886e-03
 14  1.3740    3.0-                          4.0290e-03
                        1  0.1355     0.2500               1.2385 1.0073e-03
                        3  0.2857     0.2500               1.0883 1.0073e-03
                        6  0.4803     0.2500               0.8937 1.0073e-03
                       13  1.3455     0.2500               0.0285 1.0073e-03
 13  1.3455    2.0+                          5.0773e-03                       1.0000e-08
                        3  0.2857     0.2908               1.0598 1.4755e-03
                        1  0.1355     0.7092               1.2100 3.5991e-03
 12  1.3238    2.0-                          2.8964e-03
                        5  0.3898     0.0476               0.9340 1.3783e-04
                        2  0.2258     0.9524               1.0980 2.7568e-03
 11  1.3108    2.0-                          2.9439e-03                       1.0000e-08
                        5  0.3898     1.0000               0.9210 2.9413e-03
 10  1.1500    1.0-                          2.5306e-03
                        8  0.9750     0.0224               0.1750 5.1600e-05
                        5  0.3898     0.0501               0.7602 1.2662e-04
                        2  0.2258     0.9275               0.9242 2.3450e-03
  9  1.0894    1.0+                          4.3508e-03                       1.0000e-08
                        3  0.2857     0.2001               0.8037 8.6949e-04
                        2  0.2258     0.5404               0.8636 2.3498e-03
                        1  0.1355     0.2595               0.9539 1.1281e-03
  8  0.9750    2.0-                          4.5840e-03                       1.0000e-08
                        2  0.2258     1.0000               0.7492 4.5775e-03
  7  0.5013    6.0+                          1.8512e-02                       3.5000e-10
                        0  0.0000     1.0000               0.5013 1.8438e-02
  6  0.4803    4.0+                          1.5896e-02                       6.2000e-10
                        4  0.3574     0.2523               0.1228 3.5529e-03
                        3  0.2857     0.7477               0.1946 1.1459e-02
  5  0.3898    3.0-                          2.5175e-02                       1.0000e-08
                        3  0.2857     0.0102               0.1041 2.2803e-04
                        2  0.2258     0.9614               0.1640 2.2814e-02
                        1  0.1355     0.0284               0.2543 7.0716e-04
  4  0.3574    5.0+                          1.6448e-02                       1.9100e-09
                        0  0.0000     1.0000               0.3574 1.6240e-02
  3  0.2857    3.0+                          4.4125e-02                       1.1000e-09
                        1  0.1355     1.0000               0.1502 4.1043e-02
  2  0.2258    2.0-                          5.2187e-02                       5.9000e-06
                        1  0.1355     1.0000               0.0903 4.4954e-02
  1  0.1355    2.0+                          1.2183e-01                       8.7700e+05
                        0  0.0000     1.0000               0.1355 1.2183e-01
  0  0.0000    7.0+                          1.6979e-01                       1.0950e+15
#......................................................................../  040-090Zr //   8.500000
#                                                                         ISOMERIC STATE PRODUCTION
#            041-092Nb
#   Ex[MeV]     Jpi     T(1/2)[s]  Prod.[mb]
  1  0.1355    2.0+    8.7700e+05 1.2183e-01
#......................................................................../  040-090Zr //   8.500000
#                                                                          SUM SPECTRA FOR COMPOUND
#            041-091Nb      gamma     proton      alpha
 SpcSum[mb]            1.8203e+03 2.8852e+02 1.0444e-06
 Emean[MeV]            2.8495e+00 4.3325e+00 4.7654e+00
#......................................................................../  040-090Zr //   8.500000
#                                                                   GAMMAS FROM DISCRETE TRANSITION
#           1 0 0 0 0 0             041-091Nb
#   Ex[MeV]     Jpi    FinalState  Branching Production    Egamma Production   T(1/2)[s]
 28  2.6603    7.5-                          5.3849e+00                       1.4000e-11
                       13  2.0344     1.0000               0.6258 5.3737e+00
 27  2.6320    4.5-                          9.2793e+00                       1.2500e-13
                        5  1.5810     0.0430               1.0510 3.9916e-01
                        0  0.0000     0.9570               2.6320 8.8704e+00
 26  2.6126    3.5-                          8.6360e+00                       9.0000e-14
                        0  0.0000     1.0000               2.6126 8.6267e+00
 25  2.5795    2.5+                          7.8223e+00                       5.5000e-13
                        5  1.5810     0.2832               0.9985 2.2137e+00
                        4  1.3127     0.6074               1.2668 4.7499e+00
                        0  0.0000     0.1094               2.5795 8.5517e-01
 24  2.5312    5.5-                          9.9487e+00                       9.0000e-13
                       15  2.1209     0.1260               0.4103 1.2426e+00
                        0  0.0000     0.8740               2.5312 8.6864e+00
 23  2.4135    5.5-                          1.1884e+01                       6.5000e-13
                       12  1.9843     0.3298               0.4292 3.8983e+00
                        0  0.0000     0.6702               2.4135 7.9571e+00
 22  2.3900    1.5+                          8.2025e+00                       1.0000e-12
                        3  1.1869     0.3287               1.2031 2.6954e+00
                        1  0.1046     0.6713               2.2854 5.5014e+00
 21  2.3454    1.5-                          4.9209e+00                       1.0400e-13
                        6  1.6127     0.0965               0.7327 4.7438e-01
                        4  1.3127     0.3297               1.0326 1.6214e+00
                        3  1.1869     0.1668               1.1585 8.2042e-01
                        1  0.1046     0.4069               2.2408 2.0013e+00
 20  2.3300    5.5+                          1.0027e+01                       1.0400e-13
